ts_ms,sta,status_code,latency_ms,ap,rssi_dbm
1772910855521,sta2,200,6.97,02:00:00:00:02:00,-64.0
1772910855657,sta2,200,9.397,02:00:00:00:02:00,-64.0
1772910855801,sta2,200,3.292,02:00:00:00:02:00,-64.0
1772910855935,sta2,200,7.194,02:00:00:00:02:00,-64.0
1772910856074,sta2,200,7.183,02:00:00:00:02:00,-64.0
1772910856212,sta2,200,7.628,02:00:00:00:02:00,-64.0
1772910856349,sta2,200,7.336,02:00:00:00:02:00,-64.0
1772910856487,sta2,200,5.573,02:00:00:00:02:00,-64.0
1772910856623,sta2,200,6.596,02:00:00:00:02:00,-64.0
1772910856760,sta2,200,7.891,02:00:00:00:02:00,-64.0
1772910856898,sta2,200,5.205,02:00:00:00:02:00,-64.0
1772910857034,sta2,200,8.147,02:00:00:00:02:00,-64.0
1772910857174,sta2,200,6.348,02:00:00:00:02:00,-64.0
1772910857311,sta2,200,5.64,02:00:00:00:02:00,-64.0
1772910857450,sta2,200,6.435,02:00:00:00:02:00,-64.0
1772910857588,sta2,200,7.556,02:00:00:00:02:00,-64.0
1772910857726,sta2,200,6.579,02:00:00:00:02:00,-64.0
1772910857863,sta2,200,6.041,02:00:00:00:02:00,-64.0
1772910857997,sta2,200,7.14,02:00:00:00:02:00,-64.0
1772910858135,sta2,200,4.075,02:00:00:00:02:00,-64.0
1772910858269,sta2,200,6.662,02:00:00:00:02:00,-64.0
1772910858405,sta2,200,4.536,02:00:00:00:02:00,-64.0
1772910858539,sta2,200,4.176,02:00:00:00:02:00,-64.0
1772910858672,sta2,200,6.143,02:00:00:00:02:00,-64.0
1772910858809,sta2,200,6.282,02:00:00:00:02:00,-64.0
1772910858945,sta2,200,6.585,02:00:00:00:02:00,-64.0
1772910859081,sta2,200,5.118,02:00:00:00:02:00,-64.0
1772910859214,sta2,200,7.005,02:00:00:00:02:00,-64.0
1772910859356,sta2,200,8.534,02:00:00:00:02:00,-64.0
1772910859496,sta2,200,7.376,02:00:00:00:02:00,-64.0
1772910859635,sta2,200,6.965,02:00:00:00:02:00,-64.0
1772910859774,sta2,200,6.895,02:00:00:00:02:00,-64.0
1772910859912,sta2,200,5.175,02:00:00:00:02:00,-64.0
1772910860047,sta2,200,6.588,02:00:00:00:02:00,-64.0
1772910860183,sta2,200,5.841,02:00:00:00:02:00,-64.0
1772910860319,sta2,200,6.268,02:00:00:00:02:00,-64.0
1772910860455,sta2,200,5.693,02:00:00:00:02:00,-64.0
1772910860591,sta2,200,6.07,02:00:00:00:02:00,-64.0
1772910860726,sta2,200,8.423,02:00:00:00:02:00,-64.0
1772910860867,sta2,200,6.788,02:00:00:00:02:00,-64.0
1772910861006,sta2,200,6.321,02:00:00:00:02:00,-64.0
1772910861143,sta2,200,6.494,02:00:00:00:02:00,-64.0
1772910861281,sta2,200,8.204,02:00:00:00:02:00,-64.0
1772910861421,sta2,200,7.684,02:00:00:00:02:00,-64.0
1772910861560,sta2,200,7.179,02:00:00:00:02:00,-64.0
1772910861699,sta2,200,7.421,02:00:00:00:02:00,-64.0
1772910861841,sta2,200,8.136,02:00:00:00:02:00,-64.0
1772910861979,sta2,200,8.943,02:00:00:00:02:00,-64.0
1772910862120,sta2,200,6.219,02:00:00:00:02:00,-64.0
1772910862256,sta2,200,7.643,02:00:00:00:02:00,-64.0
1772910862395,sta2,200,7.338,02:00:00:00:02:00,-64.0
1772910862533,sta2,200,8.466,02:00:00:00:02:00,-64.0
1772910862673,sta2,200,6.463,02:00:00:00:02:00,-64.0
1772910862811,sta2,200,6.174,02:00:00:00:02:00,-64.0
1772910862950,sta2,200,5.653,02:00:00:00:02:00,-64.0
1772910863086,sta2,200,6.028,02:00:00:00:02:00,-64.0
1772910863223,sta2,200,7.879,02:00:00:00:02:00,-64.0
1772910863362,sta2,200,7.997,02:00:00:00:02:00,-64.0
1772910863500,sta2,200,5.32,02:00:00:00:02:00,-64.0
1772910863635,sta2,200,6.692,02:00:00:00:02:00,-64.0
1772910863773,sta2,200,7.682,02:00:00:00:02:00,-64.0
1772910863912,sta2,200,6.89,02:00:00:00:02:00,-64.0
1772910864049,sta2,200,5.98,02:00:00:00:02:00,-64.0
1772910864189,sta2,200,4.749,02:00:00:00:02:00,-64.0
1772910864323,sta2,200,5.497,02:00:00:00:02:00,-64.0
1772910864456,sta2,200,6.194,02:00:00:00:02:00,-64.0
1772910864592,sta2,200,5.411,02:00:00:00:02:00,-64.0
1772910864726,sta2,200,4.943,02:00:00:00:02:00,-64.0
1772910864861,sta2,200,5.468,02:00:00:00:02:00,-64.0
1772910864995,sta2,200,5.711,02:00:00:00:02:00,-64.0
1772910865130,sta2,200,7.026,02:00:00:00:02:00,-64.0
1772910865270,sta2,200,8.353,02:00:00:00:02:00,-64.0
1772910865411,sta2,200,7.807,02:00:00:00:02:00,-64.0
1772910865549,sta2,200,6.657,02:00:00:00:02:00,-64.0
1772910865687,sta2,200,6.597,02:00:00:00:02:00,-64.0
1772910865826,sta2,200,6.24,02:00:00:00:02:00,-64.0
1772910865962,sta2,200,6.388,02:00:00:00:02:00,-64.0
1772910866100,sta2,200,6.04,02:00:00:00:02:00,-64.0
1772910866236,sta2,200,7.444,02:00:00:00:02:00,-64.0
1772910866375,sta2,200,8.127,02:00:00:00:02:00,-64.0
1772910866515,sta2,200,7.246,02:00:00:00:02:00,-64.0
1772910866655,sta2,200,6.496,02:00:00:00:02:00,-64.0
1772910866791,sta2,200,9.129,02:00:00:00:02:00,-64.0
1772910866931,sta2,200,6.964,02:00:00:00:02:00,-64.0
1772910867071,sta2,200,7.762,02:00:00:00:02:00,-64.0
1772910867209,sta2,200,6.834,02:00:00:00:02:00,-64.0
1772910867346,sta2,200,6.28,02:00:00:00:02:00,-64.0
1772910867481,sta2,200,6.788,02:00:00:00:02:00,-64.0
1772910867619,sta2,200,4.621,02:00:00:00:02:00,-64.0
1772910867753,sta2,200,4.597,02:00:00:00:02:00,-64.0
1772910867886,sta2,200,6.62,02:00:00:00:02:00,-64.0
1772910868023,sta2,200,5.857,02:00:00:00:02:00,-64.0
1772910868157,sta2,200,7.528,02:00:00:00:02:00,-64.0
1772910868296,sta2,200,6.198,02:00:00:00:02:00,-64.0
1772910868434,sta2,200,5.942,02:00:00:00:02:00,-64.0
1772910868568,sta2,200,7.202,02:00:00:00:02:00,-64.0
1772910868706,sta2,200,7.839,02:00:00:00:02:00,-64.0
1772910868845,sta2,200,7.68,02:00:00:00:02:00,-64.0
1772910868984,sta2,200,5.333,02:00:00:00:02:00,-64.0
1772910869121,sta2,200,5.438,02:00:00:00:02:00,-64.0
1772910869255,sta2,200,5.204,02:00:00:00:02:00,-64.0
1772910869390,sta2,200,5.064,02:00:00:00:02:00,-64.0
1772910869525,sta2,200,4.53,02:00:00:00:02:00,-64.0
1772910869658,sta2,200,6.742,02:00:00:00:02:00,-64.0
1772910869798,sta2,200,7.971,02:00:00:00:02:00,-64.0
1772910869938,sta2,200,6.128,02:00:00:00:02:00,-64.0
1772910870076,sta2,200,4.543,02:00:00:00:02:00,-64.0
1772910870210,sta2,200,5.321,02:00:00:00:02:00,-64.0
1772910870346,sta2,200,4.739,02:00:00:00:02:00,-64.0
1772910870480,sta2,200,6.713,02:00:00:00:02:00,-64.0
1772910870621,sta2,200,5.963,02:00:00:00:02:00,-64.0
1772910870758,sta2,200,5.343,02:00:00:00:02:00,-64.0
1772910870894,sta2,200,6.971,02:00:00:00:02:00,-64.0
1772910871033,sta2,200,6.575,02:00:00:00:02:00,-64.0
1772910871170,sta2,200,6.111,02:00:00:00:02:00,-64.0
1772910871305,sta2,200,6.39,02:00:00:00:02:00,-64.0
1772910871443,sta2,200,8.039,02:00:00:00:02:00,-64.0
1772910871581,sta2,200,5.876,02:00:00:00:02:00,-64.0
1772910871717,sta2,200,3.189,02:00:00:00:02:00,-64.0
1772910871876,sta2,200,4.017,02:00:00:00:02:00,-64.0
1772910872011,sta2,200,4.281,02:00:00:00:02:00,-64.0
1772910872146,sta2,200,6.692,02:00:00:00:02:00,-64.0
1772910872283,sta2,200,6.194,02:00:00:00:02:00,-64.0
1772910872423,sta2,200,3.581,02:00:00:00:02:00,-64.0
1772910872558,sta2,200,4.921,02:00:00:00:02:00,-64.0
1772910872693,sta2,200,4.224,02:00:00:00:02:00,-64.0
1772910872827,sta2,200,5.704,02:00:00:00:02:00,-64.0
1772910872965,sta2,200,5.149,02:00:00:00:02:00,-64.0
1772910873101,sta2,200,8.584,02:00:00:00:02:00,-64.0
1772910873242,sta2,200,4.166,02:00:00:00:02:00,-64.0
